descripcion,horas
Mobile Refactorización Baja Limpieza de dependencias duplicadas en el archivo de configuración de Gradle,3
Mobile Desarrollo Alta Desarrollo de una pantalla de estadísticas con gráficos animados de rendimiento,18
Mobile Desarrollo Alta Desarrollo de una pantalla de historial con filtros avanzados por categoría y fecha,16
Mobile Investigación Baja Búsqueda de librerías para exportar datos de la app a un archivo PDF,7
Mobile Desarrollo Media Implementación de una función para descargar el resumen de usuario en PDF,14
Mobile Desarrollo Media Implementación de una función para descargar el ticket de compra en PDF,12
Mobile Arreglo Media Corrección de un bug donde las imágenes de la galería se subían rotadas,9
Mobile Arreglo Media Corrección de un bug donde la previsualización de la cámara se quedaba en negro,11
Testing Documentación Media Redacción del informe de errores corregidos durante la fase de desarrollo,8
Testing Documentación Media Redacción del informe de riesgos técnicos identificados para el futuro,7
Mobile Desarrollo Baja Inserción de un interruptor para activar el modo de ahorro de datos en la app,5
Mobile Desarrollo Baja Inserción de un interruptor para activar el modo de vibración en las alertas,4
Mobile Investigación Alta Análisis de la competencia para mejorar la experiencia de usuario (UX) de la app,12
Mobile Desarrollo Alta Rediseño de la pantalla de inicio basado en los resultados del análisis UX,20
Mobile Desarrollo Alta Rediseño de la pantalla de detalles basado en los resultados del análisis UX,18
Mobile Arreglo Baja Solución de un problema visual donde el logo se veía deformado en horizontal,3
Mobile Arreglo Baja Solución de un problema visual donde el texto de los botones no estaba centrado,2
Testing Desarrollo Media Prueba de la aplicación en 3 dispositivos físicos con diferentes resoluciones,9
Testing Desarrollo Media Prueba de la aplicación en 3 versiones diferentes de Android (11 12 y 13),10
Mobile Refactorización Media Centralización de los mensajes de error en un único archivo de configuración,6
Mobile Refactorización Media Centralización de las URLs de la API en una clase de constantes global,5
Mobile Desarrollo Media Implementación de un sistema de "favoritos" que se sincronice con el backend,12
Mobile Desarrollo Media Implementación de un sistema de "notificaciones leídas" que se guarde en local,10
Mobile Arreglo Media Reparación de un fallo que impedía cerrar sesión si no había conexión a internet,8
Mobile Arreglo Media Reparación de un fallo que duplicaba los elementos de la lista al recargar,7
Mobile Investigación Media Búsqueda de un sistema de gestión de licencias para las librerías externas,5
Mobile Desarrollo Baja Creación de una pantalla de "Avisos Legales" con todas las licencias usadas,6
Mobile Desarrollo Baja Creación de una pantalla de "Créditos" con el nombre de los desarrolladores,4
Testing Documentación Alta Creación del manual de usuario final con capturas de pantalla de la app,12
Testing Documentación Alta Creación del manual técnico con la explicación de la arquitectura móvil,14
Mobile Desarrollo Alta Implementación de un sistema de autocompletado en la barra de búsqueda,15
Mobile Desarrollo Alta Implementación de un sistema de sugerencias basadas en búsquedas anteriores,14
Mobile Arreglo Baja Corrección de un error donde el teclado tapaba el campo de introducir código,6
Mobile Arreglo Baja Corrección de un error donde el teclado no aparecía al pulsar en el buscador,5
Testing Investigación Media Lectura sobre cómo automatizar pruebas de interfaz usando Firebase Test Lab,10
Testing Desarrollo Alta Configuración de una prueba robótica que navegue por toda la app automáticamente,12
Testing Desarrollo Alta Configuración de una prueba de rendimiento que mida el uso de red por pantalla,14
Mobile Refactorización Media Mejora de la velocidad de carga de la app eliminando procesos en el arranque,10
Mobile Refactorización Media Mejora de la velocidad de transición entre pantallas optimizando fragmentos,8
Mobile Desarrollo Media Implementación de una función de "compartir" contenido en redes sociales,7
Mobile Desarrollo Media Implementación de una función de "invitar amigos" mediante enlace directo,9
Mobile Arreglo Media Solución de un crash al intentar abrir la galería sin fotos disponibles,6
Mobile Arreglo Media Solución de un crash al intentar grabar audio sin micrófono conectado,8
Testing Documentación Baja Registro del tiempo medio que tarda un usuario en completar el registro,7
Testing Documentación Baja Registro del tiempo medio que tarda la app en procesar un pago simulado,8
Mobile Desarrollo Alta Integración de un sistema de chat en vivo para soporte técnico al usuario,25
Mobile Desarrollo Alta Integración de un bot de ayuda automática para resolver dudas frecuentes,22
Mobile Investigación Media Investigación sobre el uso de animaciones de carga personalizadas (Skeletons),9
Mobile Desarrollo Media Sustitución de la barra de carga por una vista de tipo Skeleton en las listas,12
Mobile Desarrollo Media Sustitución de la barra de carga por una vista de tipo Skeleton en el perfil,10
Mobile Arreglo Media Reparación de un error donde el usuario podía pulsar un botón varias veces,5
Mobile Arreglo Media Reparación de un error donde la app permitía enviar formularios vacíos,4
Testing Documentación Media Elaboración de un gráfico comparativo de errores antes y después de los tests,8
Testing Documentación Media Elaboración de un resumen de las pruebas superadas en el entorno de pruebas,6
Mobile Refactorización Baja Organización de los recursos de audio por carpetas (música efectos avisos),4
Mobile Refactorización Baja Organización de los recursos de vídeo por carpetas (tutoriales demos),5
Mobile Desarrollo Media Creación de un widget para el escritorio que muestre el último mensaje recibido,14
Mobile Desarrollo Media Creación de un widget para el escritorio que muestre el saldo actual del usuario,15
Mobile Arreglo Baja Corrección de la posición del botón de ayuda que estorbaba en pantallas curvas,5
Mobile Arreglo Baja Corrección de la posición de la barra de navegación en móviles con botones físicos,4
Testing Desarrollo Media Realización de pruebas de usabilidad con personas ajenas al proyecto,12
Testing Desarrollo Media Realización de pruebas de accesibilidad usando la herramienta Accessibility Scanner,9
Mobile Desarrollo Alta Implementación de un sistema que guarde el estado de la app al recibir una llamada,12
Mobile Desarrollo Alta Implementación de un sistema que restaure la sesión del usuario tras un crash,15
Mobile Investigación Baja Búsqueda de recursos para mejorar el diseño de los iconos de la aplicación,4
Mobile Desarrollo Media Aplicación de un nuevo conjunto de iconos más modernos y minimalistas,8
Mobile Desarrollo Media Aplicación de un nuevo esquema de colores basado en la identidad corporativa,10
Mobile Arreglo Media Solución de un bug donde la app no mostraba el nombre del usuario tras loguearse,6
Mobile Arreglo Media Solución de un bug donde la app mostraba datos antiguos por culpa de la caché,8
Testing Documentación Alta Informe final detallando que el 100% de las funcionalidades críticas funcionan,10
Testing Documentación Alta Certificación de que la app es estable y está lista para ser presentada,12
Mobile Desarrollo Baja Inclusión de un selector de país con sus respectivas banderas en el registro,7
Mobile Desarrollo Baja Inclusión de un selector de prefijo telefónico automático según la ubicación,6
Mobile Refactorización Media Unificación de la lógica de peticiones API en una clase Singleton,10
Mobile Refactorización Media Unificación de la lógica de guardado local en una clase Helper,9
Mobile Desarrollo Media Implementación de un sistema de "recordar contraseña" usando datos cifrados,12
Mobile Desarrollo Media Implementación de un sistema de "mantener sesión iniciada" usando tokens,14
Mobile Arreglo Baja Corrección de un error visual en el que las sombras de las tarjetas eran muy oscuras,3
Mobile Arreglo Baja Corrección de un error visual en el que los bordes de las imágenes no eran redondeados,4
Data Investigación Media Estudio de los requisitos técnicos para la presentación del proyecto ante el tribunal,8
Data Documentación Alta Redacción de la memoria final del proyecto incluyendo todos los bloques trabajados,30
Data Documentación Alta Preparación de la presentación con diapositivas para la defensa del proyecto,15
Data Documentación Media Revisión ortográfica y de formato de toda la documentación generada,8
Data Desarrollo Baja Creación de un script para limpiar la base de datos antes de la demostración final,4
Data Arreglo Baja Solución de última hora de un error visual detectado antes de la entrega,5
Gestion Investigación Baja Estudio de la metodología Ágil y cómo aplicarla al desarrollo del proyecto,6
Gestion Investigación Baja Estudio del marco de trabajo Scrum para la organización de las tareas,5
Gestion Desarrollo Media Configuración del tablero Trello para el seguimiento de los bloques de trabajo,4
Gestion Desarrollo Media Configuración del tablero Jira para el seguimiento de las incidencias del proyecto,6
Gestion Reunión Baja Reunión inicial con el tutor para definir el alcance del proyecto de prácticas,3
Gestion Reunión Baja Reunión de seguimiento con el tutor para revisar los avances del primer bloque,2
Gestion Documentación Media Redacción del acta de la reunión y actualización del cronograma de entregas,4
Gestion Documentación Media Redacción de los objetivos generales y específicos para la memoria final,5
Gestion Investigación Media Búsqueda de herramientas de control de versiones para el trabajo en equipo,4
Gestion Desarrollo Baja Creación de la estructura de carpetas compartidas en Google Drive para el proyecto,2
Gestion Desarrollo Baja Creación de la estructura de carpetas en Dropbox para copias de seguridad externas,3
Sistemas Investigación Alta Investigación sobre los costes de despliegue en Azure frente a AWS,10
Sistemas Investigación Alta Investigación sobre los costes de despliegue en Google Cloud frente a Heroku,12
Sistemas Desarrollo Media Configuración de una instancia de servidor virtual (VPS) para producción,15
Sistemas Desarrollo Media Configuración de un servidor compartido para el despliegue de la base de datos,14
Sistemas Arreglo Media Solución de problemas de acceso SSH al servidor debido a claves públicas mal configuradas,8
Sistemas Arreglo Media Solución de problemas de acceso FTP al servidor debido a permisos de escritura,6
Gestion Reunión Media Sesión de lluvia de ideas (Brainstorming) para el diseño de la interfaz móvil,5
Gestion Reunión Media Sesión de lluvia de ideas (Brainstorming) para el diseño de la lógica del backend,4
Gestion Documentación Alta Elaboración del presupuesto estimado de recursos para el mantenimiento del sistema,12
Gestion Documentación Alta Elaboración del análisis DAFO del proyecto (Debilidades Amenazas Fortalezas Oportunidades),10
Sistemas Desarrollo Alta Configuración de un certificado SSL gratuito mediante Let's Encrypt para el dominio,8
Sistemas Desarrollo Alta Configuración de un certificado SSL mediante Cloudflare para mejorar la seguridad,10
Sistemas Arreglo Baja Corrección de un error en el archivo .htaccess que impedía el redireccionamiento HTTPS,4
Sistemas Arreglo Baja Corrección de un error en la configuración de Nginx que impedía el acceso al dominio,5
Gestion Investigación Media Estudio de la normativa RGPD para el tratamiento de datos de usuarios en la app,8
Gestion Documentación Media Redacción de la política de privacidad y el aviso legal para la aplicación,10
Gestion Documentación Media Redacción de la política de cookies para el sitio web de administración,7
Sistemas Desarrollo Media Implementación de una tarea programada en el servidor para reiniciar servicios críticos,6
Sistemas Desarrollo Media Implementación de una tarea programada en el servidor para borrar logs de acceso,5
Sistemas Arreglo Alta Recuperación del servidor tras un ataque de denegación de servicio (DDoS) simulado,20
Sistemas Arreglo Alta Recuperación del servidor tras un intento de inyección de código en la configuración,18
Gestion Reunión Baja Revisión semanal de tareas con el equipo para identificar cuellos de botella,3
Gestion Reunión Baja Revisión semanal de errores detectados en el entorno de desarrollo,2
Sistemas Investigación Media Búsqueda de proveedores de dominios económicos para el proyecto final,4
Sistemas Desarrollo Baja Compra y vinculación del dominio .com con la dirección IP del servidor,6
Sistemas Desarrollo Baja Compra y vinculación del dominio .es con la dirección IP del servidor,5
Gestion Documentación Alta Elaboración del manual de procedimientos ante caídas del sistema,12
Gestion Documentación Alta Elaboración del manual de bienvenida para nuevos desarrolladores del proyecto,10
Sistemas Refactorización Media Optimización de la respuesta del servidor mediante la activación de compresión GZIP,8
Sistemas Refactorización Media Optimización de la respuesta del servidor mediante la configuración de caché de navegador,7
Sistemas Arreglo Media Reparación de un fallo en el envío de correos desde el servidor (fallo de SMTP),9
Sistemas Arreglo Media Reparación de un fallo en la recepción de notificaciones push (fallo de API Key),10
Gestion Investigación Baja Lectura de tutoriales sobre cómo grabar la pantalla para la demo del proyecto,3
Gestion Desarrollo Media Grabación de un vídeo explicativo con las funcionalidades básicas de la app,8
Gestion Desarrollo Media Grabación de un vídeo explicativo con la gestión del panel de administración,7
Sistemas Desarrollo Alta Configuración de un cortafuegos (Firewall) para bloquear IPs sospechosas,15
Sistemas Desarrollo Alta Configuración de un sistema de monitorización que envíe alertas al móvil,18
Gestion Reunión Media Entrevista con un usuario potencial para validar la usabilidad de la interfaz,6
Gestion Reunión Media Entrevista con un experto técnico para validar la arquitectura del backend,7
Sistemas Investigación Media Estudio de las ventajas de usar un CDN para servir imágenes pesadas,6
Sistemas Desarrollo Media Configuración de un CDN básico para mejorar la velocidad de carga de la web,10
Sistemas Desarrollo Media Configuración de un sistema de balanceo de carga entre dos servidores pequeños,12
Sistemas Arreglo Baja Solución de un problema de latencia alta al realizar peticiones desde el móvil,8
Sistemas Arreglo Baja Solución de un problema de tiempos de espera (Timeout) en el servidor API,7
Gestion Documentación Media Redacción del resumen ejecutivo del proyecto para la presentación al tribunal,10
Gestion Documentación Media Traducción del resumen del proyecto al inglés para la memoria (Abstract),8
Sistemas Refactorización Baja Limpieza de archivos temporales de instalación en el servidor de producción,4
Sistemas Refactorización Baja Eliminación de usuarios de prueba en la base de datos de producción,3
Gestion Reunión Alta Presentación de los avances finales ante el departamento de informática,12
Gestion Reunión Alta Ensayo general de la defensa del proyecto con control de tiempos,10
Sistemas Desarrollo Alta Implementación de un sistema de backup en caliente para no detener el servicio,20
Sistemas Desarrollo Alta Implementación de un sistema de recuperación de desastres (Disaster Recovery),22
Gestion Investigación Baja Búsqueda de plantillas profesionales para la presentación en diapositivas,4
Gestion Desarrollo Media Diseño de los gráficos y diagramas para la presentación final del proyecto,8
Gestion Desarrollo Media Diseño de la portada y el índice de la memoria siguiendo las normas de estilo,7
Sistemas Arreglo Media Corrección de un error de configuración en el servidor DNS que tardaba en propagar,10
Sistemas Arreglo Media Corrección de un error en el archivo hosts del sistema para pruebas locales,4
Gestion Documentación Media Elaboración de una lista de agradecimientos y bibliografía utilizada,5
Gestion Documentación Media Elaboración de un glosario de términos técnicos para el lector de la memoria,6
Sistemas Investigación Media Estudio de alternativas para el almacenamiento de archivos grandes (S3 B2),8
Sistemas Desarrollo Media Configuración de un bucket de almacenamiento externo para las fotos de perfil,12
Sistemas Desarrollo Media Configuración de un bucket de almacenamiento externo para los documentos PDF,10
Sistemas Arreglo Alta Solución de un problema de seguridad donde los archivos eran accesibles públicamente,15
Sistemas Arreglo Alta Solución de un problema de cuota de almacenamiento excedida en el servidor,12
Gestion Reunión Baja Encuentro informal con compañeros para compartir soluciones a bugs comunes,3
Gestion Reunión Baja Sesión de revisión de código (Code Review) cruzada con otro alumno,5
Sistemas Refactorización Media Mejora de la seguridad del servidor desactivando el acceso por contraseña (solo SSH Key),8
Sistemas Refactorización Media Mejora de la seguridad del servidor cambiando el puerto SSH por defecto,7
Gestion Investigación Baja Lectura sobre cómo gestionar el estrés y la gestión del tiempo en proyectos,4
Gestion Desarrollo Media Creación de una encuesta de satisfacción para los usuarios que prueben la app,6
Gestion Desarrollo Media Análisis de los resultados de la encuesta de satisfacción y redacción de conclusiones,8
Sistemas Arreglo Baja Reparación de un enlace roto en el correo automático de bienvenida,3
Sistemas Arreglo Baja Reparación de un error en el asunto del correo automático de recuperación,2
Gestion Documentación Alta Informe final de horas totales invertidas por cada bloque de trabajo,10
Gestion Documentación Alta Informe de desviaciones entre el tiempo estimado y el tiempo real,12
Sistemas Desarrollo Media Configuración de un entorno de bases de datos para analítica de datos externa,10
Sistemas Desarrollo Media Configuración de un entorno de logs para auditoría de accesos al sistema,9
Sistemas Arreglo Media Solución de errores al intentar conectar el dominio con el certificado SSL,7
Sistemas Arreglo Media Solución de errores al intentar renovar automáticamente el certificado SSL,6
Gestion Investigación Media Estudio de los competidores directos de la aplicación en el mercado actual,10
Gestion Documentación Media Redacción de las conclusiones finales y líneas de trabajo futuro,8
Sistemas Refactorización Baja Actualización de la versión del sistema operativo del servidor (Patching),6
Sistemas Refactorización Baja Actualización de las librerías de seguridad del motor de la base de datos,5
Gestion Reunión Media Reunión con el tutor para el cierre oficial de la fase de desarrollo,4
Gestion Reunión Media Revisión de los criterios de evaluación del tribunal para asegurar su cumplimiento,6
Sistemas Desarrollo Alta Implementación de una página de "Estado del Servicio" (Status Page) externa,14
Sistemas Desarrollo Alta Implementación de un sistema de alerta temprana ante caídas del servidor SQL,15
Sistemas Arreglo Baja Corrección de un problema de visualización del favicon en diferentes navegadores,3
Sistemas Arreglo Baja Corrección de un error en el mensaje de error 500 para que sea amigable al usuario,4
Gestion Investigación Media Estudio de licencias de software (MIT Apache GPL) para las librerías del proyecto,5
Gestion Investigación Media Estudio de licencias Creative Commons para el uso de imágenes y recursos externos,4
Gestion Desarrollo Baja Creación de una cuenta de desarrollador en plataformas de despliegue gratuito,3
Gestion Desarrollo Baja Creación de una cuenta de organización en GitHub para gestionar el equipo,2
Gestion Reunión Media Sesión de revisión de la interfaz de usuario con un grupo de control reducido,8
Gestion Reunión Media Sesión de revisión de la experiencia de usuario (UX) con usuarios no técnicos,7
Gestion Documentación Media Redacción del manual de instalación del entorno de desarrollo desde cero,10
Gestion Documentación Media Redacción del manual de despliegue en producción usando contenedores,12
Sistemas Desarrollo Alta Configuración de una red privada virtual (VPN) para acceder al servidor de BD,15
Sistemas Desarrollo Alta Configuración de un túnel SSH para gestionar la base de datos de forma segura,12
Sistemas Arreglo Media Solución de un problema de agotamiento de inodos en el sistema de archivos,9
Sistemas Arreglo Media Solución de un problema de logs rotados que no se borraban correctamente,8
Gestion Desarrollo Media Diseño de infografías para explicar el flujo de datos en la memoria del proyecto,8
Gestion Desarrollo Media Diseño de diagramas de secuencia para explicar el proceso de login en la memoria,7
Sistemas Investigación Alta Investigación sobre el uso de Kubernetes para escalar la aplicación móvil,18
Sistemas Investigación Alta Investigación sobre el uso de Docker Swarm para la orquestación de servicios,15
Sistemas Desarrollo Media Implementación de una página de error 404 personalizada para el panel web,4
Sistemas Desarrollo Media Implementación de una página de error 503 para tareas de mantenimiento,5
Sistemas Arreglo Baja Corrección de la zona horaria del sistema operativo para que coincida con la BD,3
Sistemas Arreglo Baja Corrección de la codificación de la consola para mostrar caracteres especiales,2
Gestion Documentación Alta Elaboración de una tabla comparativa de costes entre servidores locales y nube,10
Gestion Documentación Alta Elaboración de un informe de sostenibilidad y eficiencia del software desarrollado,8
Sistemas Desarrollo Alta Configuración de reglas de auto-escalado según el consumo de memoria RAM,20
Sistemas Desarrollo Alta Configuración de alertas de consumo de ancho de banda en el panel del hosting,15
Gestion Reunión Baja Reunión diaria (Daily) para organizar las tareas de corrección de bugs finales,2
Gestion Reunión Baja Reunión diaria (Daily) para planificar la grabación de la demo del proyecto,3
Sistemas Investigación Media Búsqueda de un servicio de envío de correos (Mailgun SendGrid) para la app,7
Sistemas Desarrollo Media Integración del servicio de correos para el envío de facturas automáticas,12
Sistemas Desarrollo Media Integración del servicio de correos para el envío de alertas de seguridad,10
Gestion Documentación Media Redacción del apartado de "Lecciones aprendidas" para la memoria final,6
Gestion Documentación Media Redacción de las "Líneas de trabajo futuro" para la mejora de la aplicación,5
Sistemas Refactorización Media Optimización del tiempo de arranque del servidor mediante limpieza de scripts,8
Sistemas Refactorización Media Optimización de la caché de consultas en el motor de la base de datos,10
Sistemas Arreglo Media Reparación de un fallo en la conexión por TLS con el servidor de correo,9
Sistemas Arreglo Media Reparación de un fallo en la validación del certificado SSL en navegadores antiguos,11
Gestion Investigación Baja Búsqueda de ejemplos de memorias de proyectos de otros años para referencia,5
Gestion Desarrollo Media Creación de una presentación de apoyo con diapositivas para la defensa,12
Gestion Desarrollo Media Creación de un póster técnico resumen del proyecto para la exposición,10
Sistemas Desarrollo Alta Configuración de un sistema de escaneo automático de virus en archivos subidos,18
Sistemas Desarrollo Alta Configuración de un sistema de detección de intrusos (IDS) básico en el servidor,22
Gestion Reunión Media Revisión del cumplimiento de los requisitos mínimos exigidos por el centro,5
Gestion Reunión Media Validación de la documentación técnica con el tutor de la empresa,6
Sistemas Investigación Media Estudio sobre el impacto de la latencia en el uso de la aplicación móvil,7
Sistemas Desarrollo Media Configuración de un servidor espejo para realizar pruebas de carga realistas,14
Sistemas Desarrollo Media Configuración de una red de pruebas para simular conexiones 3G y 4G lentas,12
Sistemas Arreglo Baja Solución de un problema con las fuentes web que no cargaban por política de CORS,5
Sistemas Arreglo Baja Solución de un problema con las imágenes que no cargaban por permisos de carpeta,6
Gestion Documentación Media Redacción de la guía de usuario para el administrador del sistema,10
Gestion Documentación Media Redacción de la guía de usuario para el cliente final de la aplicación,9
Sistemas Refactorización Baja Limpieza de ramas antiguas en el repositorio remoto para dejar solo main,4
Sistemas Refactorización Baja Eliminación de claves de API de prueba en el código antes de la entrega,3
Gestion Reunión Alta Simulación de preguntas y respuestas difíciles ante el tribunal de evaluación,8
Gestion Reunión Alta Sesión de revisión del diseño visual con un diseñador gráfico profesional,6
Sistemas Desarrollo Alta Implementación de un sistema de despliegue "Blue-Green" para evitar caídas,25
Sistemas Desarrollo Alta Implementación de un sistema de despliegue mediante webhooks desde GitHub,20
Gestion Investigación Baja Búsqueda de música libre de derechos para el vídeo de presentación,3
Gestion Desarrollo Media Edición del vídeo de demostración para que no supere los 5 minutos,10
Gestion Desarrollo Media Inclusión de subtítulos y locución en el vídeo promocional del proyecto,12
Sistemas Arreglo Media Corrección de un fallo que impedía descargar archivos desde móviles Android,9
Sistemas Arreglo Media Corrección de un fallo que impedía descargar archivos desde dispositivos iOS,10
Gestion Documentación Media Elaboración de los anexos con el código fuente estructurado y comentado,8
Gestion Documentación Media Elaboración de los anexos con las capturas de la base de datos y esquemas,7
Sistemas Investigación Media Estudio de herramientas de monitorización de logs como Grafana o Kibana,10
Sistemas Desarrollo Media Configuración de un panel visual en Grafana para ver el estado del servidor,14
Sistemas Desarrollo Media Configuración de una alerta en Telegram que avise si el servidor se cae,12
Sistemas Arreglo Alta Recuperación de la base de datos tras un borrado accidental de una tabla,15
Sistemas Arreglo Alta Recuperación de archivos de configuración tras un error en una actualización,12
Gestion Reunión Baja Revisión de la ortografía y el estilo de la memoria con un corrector de textos,5
Gestion Reunión Baja Sesión de feedback con compañeros sobre la claridad de la presentación,4
Sistemas Refactorización Media Mejora de la velocidad de transferencia mediante la activación de HTTP2,8
Sistemas Refactorización Media Mejora de la seguridad bloqueando el acceso por IP a la base de datos,7
Gestion Investigación Baja Lectura sobre técnicas de oratoria para la defensa del proyecto,5
Gestion Desarrollo Media Ensayo de la defensa delante de un espejo para controlar el lenguaje corporal,4
Gestion Desarrollo Media Ensayo de la defensa cronometrada para ajustar el discurso a 15 minutos,6
Sistemas Arreglo Baja Reparación de un enlace roto en el pie de página del panel de administración,3
Sistemas Arreglo Baja Reparación de un icono que no se mostraba correctamente en el modo oscuro,2
Gestion Documentación Alta Informe detallado del coste total del proyecto incluyendo horas de trabajo,12
Gestion Documentación Alta Informe de la escalabilidad del sistema ante un aumento de usuarios,10
Sistemas Desarrollo Media Configuración de un entorno de pre-producción accesible por el tutor,10
Sistemas Desarrollo Media Configuración de un sistema de acceso por invitación para la fase beta,8
Sistemas Arreglo Media Solución de errores en el script de migración de datos de local a nube,10
Sistemas Arreglo Media Solución de errores de incompatibilidad de versiones entre PHP 8 y el servidor,9
Gestion Investigación Media Estudio de posibles vías de monetización para la aplicación desarrollada,8
Gestion Documentación Media Redacción de la propuesta de modelo de negocio para el proyecto,7
Sistemas Refactorización Baja Actualización de los parches de seguridad del servidor web Apache,5
Sistemas Refactorización Baja Actualización de los parches de seguridad del servidor web Nginx,4
Gestion Reunión Media Reunión con el departamento de marketing para validar el nombre de la app,4
Gestion Reunión Media Revisión de los requisitos de accesibilidad con un usuario con discapacidad,6
Sistemas Desarrollo Alta Implementación de un sistema de balanceo de carga con redundancia geográfica,30
Sistemas Desarrollo Alta Implementación de un clúster de base de datos para asegurar la disponibilidad,28
Sistemas Arreglo Baja Corrección de un problema de caché que mostraba datos antiguos al usuario,5
Sistemas Arreglo Baja Corrección de un error de redirección tras el cierre de sesión del usuario,4
Gestion Documentación Media Creación de una infografía resumen con las tecnologías usadas (Stack),6
Gestion Documentación Media Creación de un diagrama de Gantt comparando lo planeado con lo real,8
Sistemas Desarrollo Media Configuración de un sistema de backup automático en un servidor FTP externo,12
Sistemas Desarrollo Media Configuración de un sistema de backup automático en un servicio de S3,10
Sistemas Arreglo Media Reparación de un fallo que impedía subir archivos de más de 2MB al servidor,7
Sistemas Arreglo Media Reparación de un fallo que impedía subir archivos de más de 10MB al servidor,9
Gestion Investigación Baja Búsqueda de fuentes tipográficas que mejoren la lectura en pantallas,4
Gestion Desarrollo Media Cambio de la tipografía de la app por una más accesible y moderna,6
Web Desarrollo Media Creación de un pie de página (footer) con enlaces a redes sociales y contacto,6
Web Desarrollo Media Creación de un pie de página (footer) con mapa del sitio y política de privacidad,7
Web Arreglo Baja Corrección de un error de alineación en el menú desplegable en dispositivos móviles,4
Web Arreglo Baja Corrección de un error de solapamiento de texto en el banner principal,5
Web Investigación Media Búsqueda de librerías de animaciones CSS para mejorar la interactividad,6
Web Desarrollo Alta Implementación de un carrusel de imágenes autogestionado en la home,14
Web Desarrollo Alta Implementación de un carrusel de testimonios con transición suave,12
Web Documentación Baja Redacción de una guía de estilos CSS para los nuevos componentes,5
Web Refactorización Media Limpieza de selectores CSS duplicados en la hoja de estilos global,7
Web Desarrollo Baja Creación de una página de contacto con un formulario básico,6
Web Desarrollo Baja Creación de una página de "Quienes somos" con descripción del equipo,5
Web Arreglo Media Solución de un problema de carga lenta de fuentes de Google Fonts,6
Web Arreglo Media Solución de un problema de visualización de imágenes en formato WebP,4
Web Investigación Baja Estudio de las mejores prácticas para el SEO on-page de la web,8
Web Desarrollo Media Integración de un mapa de Google Maps en la sección de contacto,9
Web Desarrollo Media Integración de un mapa de OpenStreetMap en la sección de sedes,10
Web Arreglo Baja Ajuste de los márgenes de las tarjetas de producto en resolución tablet,4
Web Arreglo Baja Ajuste del padding de los botones de acción en resolución móvil,3
Web Desarrollo Alta Creación de un panel de usuario con pestañas para pedidos y perfil,18
Web Desarrollo Alta Creación de un panel de administrador para la gestión de productos,22
Web Documentación Media Informe de accesibilidad web siguiendo las pautas WCAG básico,10
Web Refactorización Baja Cambio de unidades fijas px a unidades relativas rem en el layout,8
Web Investigación Media Prueba de diferentes frameworks CSS como Tailwind o Bootstrap,9
Web Desarrollo Media Implementación de un modo oscuro mediante variables CSS y JavaScript,11
Web Arreglo Media Reparación de un error en el envío de formularios por falta de validación,6
Backend Desarrollo Media Creación de un endpoint para el registro de nuevos usuarios en el sistema,10
Backend Desarrollo Media Creación de un endpoint para la actualización de perfiles de usuario,12
Backend Arreglo Baja Corrección de un error en el cálculo del IVA en el resumen del carrito,4
Backend Arreglo Baja Corrección de un error en el cálculo de descuentos por cupón,5
Backend Investigación Media Estudio de la documentación de JWT para la autenticación segura,8
Backend Desarrollo Alta Implementación de la lógica de autenticación basada en tokens JWT,16
Backend Desarrollo Alta Implementación de la lógica de renovación de tokens (Refresh Token),18
Backend Arreglo Media Solución de un fallo que permitía registrar usuarios con el mismo email,7
Backend Arreglo Media Solución de un fallo que permitía comprar productos sin stock disponible,9
Backend Desarrollo Baja Creación de una función para formatear fechas de ISO a formato local,4
Backend Desarrollo Baja Creación de una función para validar la fortaleza de las contraseñas,5
Backend Investigación Alta Investigación sobre el uso de WebSockets para notificaciones en tiempo real,14
Backend Desarrollo Alta Creación de un servicio de mensajería básica entre usuarios mediante sockets,22
Backend Desarrollo Alta Creación de un sistema de alertas al administrador mediante sockets,20
Backend Arreglo Baja Corrección de un error tipográfico en la respuesta JSON del servidor,2
Backend Arreglo Baja Corrección de un nombre de campo incorrecto en el modelo de datos,3
Backend Documentación Media Redacción de la documentación de la API usando el estándar Swagger,12
Backend Documentación Media Redacción de los casos de uso del backend para la memoria técnica,10
Backend Refactorización Media Mejora de la estructura de las rutas para seguir el estándar RESTful,11
Backend Refactorización Media Extracción de la lógica de negocio del controlador a un servicio,14
Backend Investigación Baja Búsqueda de librerías para el envío de correos electrónicos desde Java,6
Backend Desarrollo Media Configuración de un servicio de envío de emails para recuperar contraseñas,12
Backend Desarrollo Media Configuración de un servicio de envío de emails para confirmar pedidos,10
Backend Arreglo Media Reparación de un error de timeout al subir archivos pesados a la API,9
Backend Arreglo Media Reparación de un error de codificación en los nombres de archivos subidos,8
Data Desarrollo Media Creación de un contenedor Docker para una base de datos PostgreSQL,8
Data Desarrollo Media Creación de un contenedor Docker para una base de datos MySQL,7
Data Arreglo Baja Solución de un error de conexión entre el backend y la base de datos en Docker,6
Data Arreglo Baja Solución de un error de red que impedía el acceso externo a la base de datos,5
Data Investigación Media Estudio sobre la optimización de consultas SQL mediante el uso de índices,9
Data BBDD Desarrollo Alta Diseño de una base de datos para un sistema de gestión de facturación,24
Data BBDD Desarrollo Alta Diseño de una base de datos para un sistema de control de inventario,26
